# 基于encryptId的唯一记录系统
# 格式: encryptId|encryptJobId|security_id|job_name|detail_file|match_type
# 核心: 使用encryptId作为唯一标识符

ae9cfb73321dceba0nZ73Nm8GFFY|ae9cfb73321dceba0nZ73Nm8GFFY|aln1o3ajmXk1D-O17ScwZKUl4V-_ooWdt6O9rbuWGTugCty8Zh6FGHI5B3yz7_7OImaS_Q_g_KSYOegIbVpt-z43mzeaDwUK8FaWiHYFKgFioPTb-SOVhOOY91bbp-u8MyZvCZZ188jCl0CHBmYfZJDlFMTB17EyRKzlfE3bLpaPNkvKVJA9KTxCdcAz8VRPZsfEO4irz9QJgyH-vlVJ6lxzCgnGE-jkNfQu3ISSaTE_cFYmdk5cco2cZwFGCbhgX8xKeOWzuiDSZWg_5IMVYGAu0mSzJ_aH_tZ-Ws1is7Ws_fbI|试用期15000起/人工智能Ai获客/零经验也可|detail_19.json|encryptId_direct
24f987df11e0d1a70nd_3Nq6F1dV|24f987df11e0d1a70nd_3Nq6F1dV|dd8Q-bwMsw2ES-d1m8PnUuvF803t2eM88v_t5Hz9fyCz7LKKBbZ609J-AvYFC8jPL2PidXJ0RJYZhjzedjJpaVwLvrAPHQr3vfGkTFt0TwDatHj_7LSokowaUc4NWqPwvXO4-wnr3d93mwqCm9JbR63qN4_-y6-ltaLORlmyCRm0vFCos9rMkkcrFGX9k4Zmc9bm6NPfLKsgEP-Ns5RRxDpPbY7cIxd4JNah_4cU8QE6DGFezppCaTHC8Nvozl8-ceuf5fJxkr3_Eiu_j2miIwL0Eg_FjxNCAE_IiIfKpcnvqa-2|试用期8500【人工智能ai资源、接受无经验】|detail_30.json|encryptId_direct
a8e474c6f1559ff50nZ52N28GVJR|a8e474c6f1559ff50nZ52N28GVJR|7Ol25a3QkieUy-01LFzJ87Kh4Eq4ggBgobNEoA71lttZX52dKZkiDvgywWkKi_Sidwrbff8Iycfs6IKnqZL-fMSgim-Xg-pnw75pyEfwVGXVH5xxpZRMT4TP6oCs8O4-dYd_Bp7dLmjIiRSps2GrBm7LX2embFqqjpBX09LVNajyjgCN8QreVfXvn1GhfngUWcNNL_Id9j6ZmwlDYN0Ec55Xle-7NEQBM61tLq2yleNHsBjpqMNcdZCe9CoBaV4tFXq9m13HI0uwYDHk2YhcJoMlIhFPA0zWvzc1gMVY6srmxg~~|上市集团人工智能AI机器人研究院院长|detail_2.json|encryptId_direct
45e85d99647565cf0nZy3t-5FFFS|45e85d99647565cf0nZy3t-5FFFS|wgZkmHrsNIwbg-31jQd1W-O8iAEknyNANRQYAgWLWPBN76RX30wgLng15jNBxoRt5Oq2DE1LWYeNh5x5iVupObY08Wj_b9Vwkl8hJ6riDl3mOTCc_BafbGYjNkjlLeOcVuiu5CW7VbBznz9lD5PbWPT8gvAWbge2hXKJFx9vs8Mi24dpWxtmvbzyPr-3m9ttwWZKC6Fbk5iswBoC9K9QbG-PXwLXd-4WU9R7xsa-yzTcuHKFZgMedFkXaY11m1kGNX7LzYN7CgMEIBe--LDcUZrqCMX6I86jF2GcuaYtXbwv65oa|AI产品经理（音频硬件）|detail_47.json|encryptId_direct
e06a21da6324925103B93d61FFZT|e06a21da6324925103B93d61FFZT|xViAcEpZoNhCw-A11O5rbwzCribTRtfXYyqUwfRJ1qWMXxLl2EcWoJYd9OQ5USxg9LdSuUsyr8Ta40agP1T-SD4kWJMtJqPFCfLw6A8GPvxeTfR6vVgegNyxnWikYJ1KUt1W16PVPXNtN-6pE5XlwnyYzG007YdhNH9jVFvF-OYlF7DOJkMaDRs_Vgigvq6m8grzGmL29BPJ0zfEsEHCMf_JfRgGK5QdsRiYKxxdkssaOCKd1-O0cmecL7Wo6_sK9LCUfEACmDnOKxtOOlKVBwlA9GwWxPYCHO1w1jAq|AI产品负责人|detail_152.json|encryptId_direct
63d92410ed66a2ab1H183Nq8FFZU|63d92410ed66a2ab1H183Nq8FFZU|zO7OaEJeLOVAt-m1Mu7Bk08sAZgoq17oI0tIdYRJ9UggvhUFRuZl74r2RByjuXv1mm5tm1mAkg-UR1oBZwLIJVwHKBcTIcO4L1Lp6oyL5fbyXTDDy6MNJwhlxhql1nbE8opEztbgELKT_-n4A2bir88sazuuaioC7uUz5bHLZmh8dn3WPW4tuNEZPnts5wgMVYXpC3tZKtPK84dvK439l7ibEytHdOmkUu5LxlRC3_T-zCrYxr85WcLiojMDEG2CFOnvLluIVjtYQQg4b1L2-Md3xItNYX2N9qExbrJ8ixrzSw~~|人工智能实习生|detail_80.json|encryptId_direct
7503b3460ee660570ndz0968EVpW|7503b3460ee660570ndz0968EVpW|JGnkqCFQHd3oD-S1jMnDiK8tbUMXe052AjdzKmLlpaz5OeqbCAWmPFHsdjJf2DQnDmGXZS3sFr_i3R_lBvZXxDgHVfeinK5dDMXLstKQlHSmI6tZN5HAe7Ay81-L2hpuXZZbmqyMhxcKIDtfIZtDOfvgoVXVMa9cDe5361ib1Opnnu8DGTDm508ef5niK-0IZc8W3-MKxkzhLpKWLQwBzI3Cs5O0JaRM5iNf0_xVwNR75LJNW0VuiNfJ6MiY0bV5P2LzLQXosOGnk--J9mwOUXyMqY3oZ60lrKwxe5R4QTCWc7o~|AI 产品经理|detail_75.json|encryptId_direct
66165684f2fa05c90nZ92Nm_EFpR|66165684f2fa05c90nZ92Nm_EFpR|AfWY27eY9Yj8j-K1dnRY4bfXQXAhmnOYJm2rx2Sr651nfLZ5UsCdCbweEWcRmWiRLFCOU8jHIK53w70BST0Bs7GwaJhtJ11RkNMgktZ15Iit_Ae6cFVxH_GmKyHpeUO2gb5pCvgWpq20BkDzlw5T_9e_OmCNO2MYt62z-QJN0Wi9OnZT1iuYrX9NdGdkEbzvULrNDLXUctArUnEFSixa2OIPzcRSw3rFbZVIF7fpYWIuciQspg5iZQ7IeWJOnNuigNL3MSwTKVrCFExbFq3BiQYz7eVLjcUg01F7b9G7DRKbn7NUE1ZP7oBrZQZrDMQg8s_Zdu4~|AI产品负责人|detail_72.json|encryptId_direct
84803d46ae8ce5790nd-0t-6FlNV|84803d46ae8ce5790nd-0t-6FlNV|Mz8ae0hfZOoxu-D1MrU07mksXRle0Y2WAgcL_RYiqezcLALaxv5abAMtIm3pRctIkheOQPbR6CVNOnCUZK3kbn7VTsDLyPlcLyfKdHyaZTJho23XIy3LVGkU-MQozsM0eZTwZksJ5HVAL-TgEAH2u_tUxxUfwZ4JUlSFHo5yBGNyEXQ_IQ-jVWp6PLdOanbYDBKyUnV0wnF4gKeGku_9Z8Eiay5GyWS7SKUgr8T_odAnHASfsNWXZZdTxQ5StRhztAA5PcJ8DfuJDb22CEM_rpA0o_ifa4SdB3liXNV946p6c-1bwkG3A5lkBNjUeP2G46NFcTliNw~~|科创AI客户经理（人工智能+薪资不设限）|detail_37.json|encryptId_direct
1fe5071c129532ae0ndz0t61EVBT|1fe5071c129532ae0ndz0t61EVBT|gRw9n5JbUky4X-y1EpxRshrwDUJnX6mAvHEcoym1SY-hq71cLolTqIK1IWxVCIUo9ki_hrzSUyNr1H_D2oIYbo7Ez9YFgI4YLTQclmPZsqVIY8Xheeqhr2xNokM0cl9EzqdzJhlE8t4FnZLdV6H_c0pwHmkMf8g8Rh_IlIF2k4kBooaL1cJDz2978Hxh_rYO-9Ljhr2scSJWBeHreFVV3n4ZXkeXVrZIS2ZeKyhc8y4G8VOBtgIVfF_1RDJKr0v68Adn4BwPmMuhfz1PyauV77kzn_i3S43kY6QcdumMF6zh|人工智能医学图像方向实习生|detail_14.json|encryptId_direct
750a2b2237aadaf10nV53NW1GFpX|750a2b2237aadaf10nV53NW1GFpX|2d7kIS8FDJMaR-81OLNslbPfdsZzISpI2qOONGMpKRhTS7IXH8VeVO1339iWFUiVEl7mU9Nd0tDOFadib9cEVY4AucGqN36hDbuax3xkTt4e3zxpxMHeU8YibmMPgC4A_1BX2yUxZbomgpb0RdOhVR3QD-mYr8sieUkpOKXGeUv4o2HDUhVM7tsxScSr4AmHGK-toZHKlMrG7d9fkYCO7WbZVfQaujJ9FwfSTE75zhXk83BXt1XlHxu3S9uxjJgZLbLNfpcwROwMAxeB97CbW-tqpg4kBlMGPDsTUIAHRQhM1H_q|人工智能算法科研助理|detail_78_1778904021.json|encryptId_direct
2eb6de223a0e30dd031z0ty6FFBU|2eb6de223a0e30dd031z0ty6FFBU|C7Ot05xDstkxn-S1QLB_SeE_-L4icQ7tPYXCkhaj9KOpLDz9K0LNCFxcPrsXWqn8NyzB9BxohLTGFBDI-neOlT6lF1-yuSYZ6aeBSSCgh9e-xsK8m-rguMg5zprvaqFbekxTuShNIiL03bvhWl5AFStAmmaBCyCZvmBjzp6-uymTfh5-K2pT3M6tdPFDxgR7mk0XDN2p1-gyXWmIfQThtJBPjrxOHPHf5EBLgk0-kNyG3lr-f90GgkBE2Twgt-Ja8IzGyWCVWUdsfekmvCb8B4klEFPfW2pJhwJiuUecSP00mg~~|投资总-人工智能AI集成电路半导体医疗健康|detail_95.json|encryptId_direct
045d19125d2c322f0nV739q1FlNX|045d19125d2c322f0nV739q1FlNX|YnLHu9ccFgsT_-L1-cBGFGc9mco5xJsEBC84VqopNOYoqCwexo2cg-QwH2g8lDDpRGBjTjLhNcsnYJqdGspIR5NHX6Dd_ueMngQIDflvE30jtgym_ST_tRVRz90KsPNwGWA6wRmQi_95YUyvHrJg1OQZhuo_LW3B2kvGJZ-iOIld2s3f0VHKXi7bcS7TkyxuC3WEcEsF7L9Map9jJlm3NLwzcXk2MG2F2ThOwJhbtoUSTYa7_1i5-seoolSy20Zrd2e8l4M51XuYCly3es5K0--8lMXvmHe-dfBjL0wmYXS4rMU~|视觉算法工程师（无人机/人工智能方向）|detail_155.json|encryptId_direct
28eb0010110d4adf0nd93Nu7FVFY|28eb0010110d4adf0nd93Nu7FVFY|zy-lN06G1I97N-S1-HAEjT_F5u7aJVso4YYdfIuG8MMuOOeBmnV_OXA18vA3w2W-Qb_nPj7MdBSL5-48qzQYTJShiV4YgyYwNYB408TY4lUhi2XCs1JokMfmK_FojUjihKBNRBF_qkxmApnx7f0QIBXSwkIkQrlK71M5AuhOTlTFhR4hq0Ww7qivhbC-NIHGQg2tlTHyVf8AfeWGH6wzDng9a3uqqDopk_4916fpso8pJJue2aH6DZsrJ9o79uuN142L7oYglhVQ-2PkRb4Ml1_iwkNvEpcXOM1NjeRdVOUJSYOv|10k底薪（10号发薪，高级人工智能AI获客）|detail_40.json|encryptId_direct
21a277b1af08b9980nZy2t29GFBX|21a277b1af08b9980nZy2t29GFBX|NmbDFFKXIQ8P0-T1FFUuEVOFR7lI4zcPxXVxefhxSRQ9P14nES5Mckr3kPmC_jA2J3EOcXLvJh5DiSY78ii2ASq980azYoO7UxkgeM5YDdBoisugX8Omy_oqu-gq0froI0yKaioMQa1-wz9SMsBFuREsHeL2gV9-rH5xzmYNICmbPoGhuTfwXbMuaAXb6v1jAOB32hzFkjO9Kj8y-754gy_u3vt-tU07ZqN7bjyVER20LJFBtHFpC7QNJ6mxo6wBp6zZp-ESrcTOCc2Jq4Mw2DHl1LO9NLvzy4ct0JIjI5-ykg~~|软件开发工程师（人工智能平台后端）|detail_24.json|encryptId_direct
2771ac404d6106a10nd83N67FVFV|2771ac404d6106a10nd83N67FVFV|leXf4bNQkxiVh-118XkQnyA8AuFV8nmJD8uk2xpviEi0HUymO3kdAtUHxWKCvHa76oQJU2u0_VvXIjglDQCeCBGi4kHAVCja2lAbrsObuKhgF01nAviWzziuqllW_ZAz2IQ87v2MuM4iDvaCQE2Gs0KIEA_KJ6W0Dul3ED4DwD7IkprJ1xlzJD-QZaLZhjtuWXe9k3dHHWaOtkkVrKKAVAG_0h73_qQeehlCk4qs7D0XJD9SmoD7czT_MF5-QVguSSGAPx_6Ox7w9HW_lO4nKFOMQ_HNicV9HvLiYgo-soScbVVk|人工智能训练师/五险一金/双休|detail_23.json|encryptId_direct
3e7004d07a49fc480nV63Ny1ElFT|3e7004d07a49fc480nV63Ny1ElFT|8yVY62dw4I7Va-l1p9Ba4jenI3ro5sOsHbOGyYRMb1NFAJfa8dzpUcmOaQ1BpXw7he0iH9_RN1FbzohL4t6Pglxiw1xM8zjsf1R53Hn9ST3pPLGLk4hbYuLSMOXQlqLDuXWpTbWLJFMsooBtOaVg53RuOc1Oz1FbiO4IKWNWP3ExlM-m8uN_j5K8sfW8qlTVGhfQxCgvMRNG5eQMH9HMQj_F61CsSDHp3m26IHnQKAIJryuDQGJkfrMU4ZPsAEYMeli36aBsRfBCu9K5Q9monSjxNRwv3ikMXI6NHA61m0D4rnFQ|AI+教育产品合伙人|detail_41.json|encryptId_direct
6f3e43cde946078d03x_09q1EVFZ|6f3e43cde946078d03x_09q1EVFZ|5YleEPvIJV5OP-z18LuDtbhPe9MhO00iZTVrtSoCMLVk1LE5xl0rdXQcnS_BFAHh7acGT2xuTq_vSczBoyNPYnpwZsjELqnKLqxrd14RVKx_o4GX7BoFzmXOEYTNZxwxk4DfU5egIrVtZexkDeDyLlyRw9cqeK063RjhL50wKFMuq_KJK84vuLWjN9jAJzB8k7L4JGX83sDgLGiAaTqMoFiDfXMa47ApMlECDnTgi0SV33WTwrMKgvXjH5T-02ueFORVxJ26xTNFkK1SemtZ14t_JpFcd2bOkCZV6CsJRXwIEg~~|AI产品负责人（人工智能应用金融领域）|detail_154.json|encryptId_direct
6faefba16e11505f1HZz29m_ElBS|6faefba16e11505f1HZz29m_ElBS|56CpxGUx3LQVR-b1GB3O19cog5VRDtTpqBfychh21G0xMIE_fGsfS6V3V5m2CZvjbcNqW-kGob1-8fcE1MBKM6EC1BAARNmdpgSLg--RJQsHeRNFbH5skW_pfGbt3nUmpcujWDWs1Y5FzLtMo-EdAi40dVZUf0GnIvgAYTVonrMLzicrwN7cMZ2L1kiauJbEqMxhbWyl7kZMC7bmKeWtKpKTsGVUa2tksYFVgH4wJbU_2tw3O63ZiR_2-OXo3rKJU9MVv-c3sD3NwJHq5QRs5ZCqRRQckct4QwuDxSA1bM6bgP4N|AI人工智能研发实习生|detail_81.json|encryptId_direct
f7d595e2cae1323e0nRz2dq5EVVQ|f7d595e2cae1323e0nRz2dq5EVVQ|G22taVgEA8Hi6-C1fOfNGt1OJtIbWjcOOvB_lqufUYbRCfGZ0b6C6wEiE4oEIU_OnkSi3Ej98838PoGAbl350whK6p4I_O9LRDNn91HvaRIaiDgpZ79MoG76rDmshq7zCM3Xq2-hAhUhIe7iYY4U2cRFkatj67gCtdAaLfT2RTgO_R5jOSsn0x2elyhpCGd22oyYK2CxR8LP4JFnBpABSl50VMMTcTwLncTzVl1rDpO8RrEdPuzThXV8SPHgJEbAlc07ilMLxuNsSxx-QKY-SbFZAYVquNXBPW3tF0QJpknoY8s~|AI产品经理|detail_77.json|encryptId_direct
ce02a7c301ca32571HJz396_FFdT|ce02a7c301ca32571HJz396_FFdT|1akZnDquzY2OB-n1kD9lDKDwtpi6ZJMSFTpZRDreIlgcLC6Hbm6f4f0t-yKeFJDSPsjIFwwT4JafBi3XjYZZ8hBFrYKTnCle8hOqqaNFZMxV7y534Cixu0YqcFAVm08BtVqEbgq2XrT_McDKn6PtNooyIZGQA4o3WHi85I3nO7XkrGT4kQtjOp3nxrK4IDiVup-91VYOsrL07I1s_NaH7BCNStyKiNsVGOOOa8NhTuS2dDd16JT1Bbgcj4XB_gwvIbhQeBuCTitljyfs0iLZtKY5OKc7yXgfCerm0IJOTFYIcg~~|AI大模型人工智能实习生|detail_36.json|encryptId_direct
c0c867788d8837a01Hd93N60FlZQ|c0c867788d8837a01Hd93N60FlZQ|cZAcknl44jlM3-V1QPbVfG7L_FAiJOPpNRESslBcHzzxjY-Kx6QVa1CuNJY3yz4cIDUyV8_YiJrz4m6VI8h8TbUGJC4MWYzVxIkcnsS13DjcDWu1sb8snoMYUJexEYDReo-Sta2DZqm-Pb59EdmN-HtKLIK1eZnXlh3Xvxs2YrmnwFOR6o9ezGgu_Wb3396eTXGYq3ce3mrqUHJrpPy467_alkaZ4MfltJefYdTBHGcLyiX1jtdf75h9Y9pCDAIcjqK_vubVxjh6YtrsMYk-SNMlY_-IOZ_CF_3eEAfIdOwp8iIh|AI人工智能开发工程师|detail_61.json|encryptId_direct
2465596105ac30b10nd_2N27FVZV|2465596105ac30b10nd_2N27FVZV|FKIRv98YGIIeq-S1se3VF9_ns_G-th3U5OlhkMjB1vpj1RLMb-Ex5w9XPo7aGRXCpfZYo52QyAnFwXHQ6v-qfECBGQoUE3hMbTOt1fsJkxshEHKrN2a5Q7ncFAaKH_NJ5ajFmyQqcUYCokGXQyhF1DIMi8BBnRNKMH2LbVAdvy7sicpJU3k-saOlEdqXw9ffaV0LyFy5iGrYHAJrbSTFax0Js4EdpKBdA7vFSjU3PsL9W-2DiaewRIgjcerZ7Ub4YARjwkc6rRgtZtlEp_qEHs5zJAJZOetPWPhIMbIHI9VKMBXK|【AI人工智能】+T0B销售+轻松月入过万|detail_35.json|encryptId_direct
edfcfd008699addc0nd_3N-0F1pZ|edfcfd008699addc0nd_3N-0F1pZ|PTrAHCn1iiFls-E15J8YnAL3t2AE386aKf4H81f0KRdCmZYdY0MLMCxaePE0850uPbD0ccpin2nXsl_YasxqCgUK2m_LoqsxFDk-f9DcTorb8mT7KrguamN0WNF3XZ5C4cQ2wlM6Alzfpb00_U2K6-WUAP8I75dMbKrC12627suQOUk7-G3_DYdzGMqlmXaHWmbjUpNcs6gOtuWH2YpzWh38eETNV-JQKbVR_WxI9YsA-fbShT0Cn2-_OlvkHwVOaC6ovcttp9EuwYZyo_C4r9F3Sz8DfSWor1Km-2YH30o~|AI大模型产品经理|detail_7.json|encryptId_direct
72ed441026a98c300ndy2d60E1NS|72ed441026a98c300ndy2d60E1NS|Lvf7OFhMAL2Lq-a12nS65PIynOaWucIzVM0zeaJHcKDu_dlKENt6Z2qLyXoHzz-wX1muF4U1Icp_2VQEIiqZABTfemrIm6xs3Au3PGnT9kdfGOF2KZAQX7KnOkspKAqpWggwC91KvwA-IgOu71jRnu8cr5jJFmAwioa9bqNxBaP_oNjk86P4XI-_JrU6nHHsNSE_A6svBscAph7zmw7Ti0E9lfXRyA2MTa9iUyjnJI1D0hbYD0e3RHwLGsCBCc-WSz-MFsnHnRBOjCJZyQ4ZkvePwfulrhO4t5QjoOr_I6S-d3Z9|大客户代表（AI+人工智能+saas软件）|detail_22.json|encryptId_direct
d8fbc85064a9e1ca03V439m4EVNS|d8fbc85064a9e1ca03V439m4EVNS|cdBDuJnvFNE8y-N1_o1JvG4xHWnqJHzw9ICe5ac5FQ0tGM7KxteoRb3qU5bdpELkAQfGJ9pfUg4lUWk3kNqHTgd4g0dZyY7ilRsXzIyr_xiryPFs2wmWtz6aL0IfCr02xuUugZDBa9gPg_zq49CipkUeMq32QYzdixZI1f7G2Rj0EvfA_tbSl3VD4z4PuD-3sFO3A41VoYMdjCa1kGWrgvVW0tRS5JjiLG5dqGeStIdn8zfWpx_WC5vryu8eKx08XprKR0B9-KX5WBnoT8P_nf6jcakF0kx2YqUo5aKJAOnc|ai人工智能销售|detail_42.json|encryptId_direct
f10bf198f6dc022e031429u1GFBY|f10bf198f6dc022e031429u1GFBY|uDKZYPMR_GIa9-K1w55gaTtifVkkXJxHAjkxRVPjoacUld55y4_JfV7oyfLTa-CtKC9GQZpfPPaCfaLYZHiKGcgxk3FsihgNlqwttB1pajn5Vs2X1sCHfCFjKyP42Jp2wd6SyGI_UYo-Q9QZKb45KGkMiBh4NJdnk-OYo9ObuAf0TjmEZwcnmIj1yNotDJrp6ff8ykwKKkKdVXoayc1t76Dqs5-YmzMOeHDmH1-yevGHwW81CmkqFCirJP4w0eVlT9arj44GT_PUhCDNL5pa22HXz9NC-SkyDYNYEEGqCCsO-0DX|首席科学家（人工智能/AI算法/博士）|detail_54.json|encryptId_direct
